NAME	TITLE	SCORE	
LOC111091407		0.7672862	
S100A16		0.7672802	
OTUD7A		0.7669185	
KYAT1		0.7669107	
NRXN1		0.7663329	
EXTL2		0.766206	
LOC119864296		0.7659364	
LOC100856589		0.765794	
USP7		0.7656677	
ATG4B		0.7655713	
DDX39B		0.765433	
IGFBP7		0.76541674	
BFAR		0.76525134	
RPS12		0.7648599	
RPL18A		0.7647597	
LOC100684675		0.7647506	
PCBP1		0.7646757	
LOC482781		0.76458	
MDGA1		0.76398426	
TATDN2		0.7634487	
MAP3K9		0.7634109	
LOC610636		0.7632646	
HRH1		0.76308507	
RMDN3		0.7630013	
NCAN		0.76299536	
LOC608870		0.7629583	
CIBAR1		0.76291305	
TMUB2		0.7626544	
OBSL1		0.7620358	
EDNRA		0.76197004	
CACNA2D3		0.7618249	
ZNF511		0.7618018	
RHOV		0.7617625	
SLC25A39		0.76172423	
GPN2		0.76166266	
LRRC4		0.76153946	
KCNAB1		0.7615316	
LOC111097076		0.76144403	
TACC2		0.76141196	
ALB		0.76130044	
ZNF835		0.76129156	
INTS11		0.7611416	
LOC111094198		0.76092947	
YWHAQ		0.7608172	
CLPP		0.76036793	
ADO		0.760298	
ERLIN1		0.76005554	
LOC100855900		0.75990343	
ANKRD34A		0.75985324	
GPC1		0.75958693	
RAB7A		0.75948626	
LOC102156672		0.7590726	
TOR3A		0.7588461	
STX4		0.75865805	
TMEM184B		0.7586263	
LOC119864357		0.7581856	
LOC106558084		0.75797	
JPH2		0.7578882	
LRRTM1		0.7577289	
MATR3		0.7575624	
C29H8orf34		0.7575331	
TRIM11		0.7573045	
SFXN3		0.7571621	
ANKRD10		0.75695753	
LOC102153215		0.75665224	
ERCC3		0.7566367	
LOC100684765		0.7565702	
RPLP0		0.7564333	
LOC475709		0.7558278	
TTYH1		0.7558225	
CNPY3		0.75536776	
GMPPB		0.7553089	
HES6		0.7552535	
GLYR1		0.7550699	
FSCN1		0.75485104	
KLHL7		0.7547761	
LOC102152818		0.7545471	
DIPK1B		0.7544282	
TPD52		0.7541398	
LOC102153257		0.7539745	
MPRIP		0.75397366	
MSRA		0.7538336	
ATP2B4		0.7535711	
NSRP1		0.7535116	
MYH8		0.75342464	
GLE1		0.7531992	
PIN4		0.7531658	
CENPW		0.7525395	
NT5C		0.75242394	
ZNF410		0.75241625	
LOC100686402		0.75216246	
BRD8		0.75184923	
PITPNM3		0.7517516	
STX7		0.7516823	
LOC119869553		0.75168025	
LOC102151683		0.7514193	
HDAC6		0.7511644	
RPP14		0.7509095	
LOC119869495		0.75089103	
CTTN		0.75067174	
ZNF205		0.75066257	
SEPTIN7		0.7505279	
GCAT		0.75038093	
HAGHL		0.75034374	
MRAS		0.750138	
VIRMA		0.75012964	
LOC102156563		0.75005674	
METTL22		0.7500399	
TXNL1		0.74968904	
MRPS21		0.7493345	
MED8		0.74885356	
LOC102155565		0.7485766	
GEMIN7		0.7476851	
LOC100688295		0.74758244	
PDYN		0.74721396	
LOC102153075		0.74691063	
LOC100685891		0.7466288	
VTI1B		0.74654347	
DUSP11		0.7459548	
COPS5		0.7458381	
PTGS1		0.74509674	
VOPP1		0.7449525	
BLMH		0.7445168	
GATD3A		0.74438685	
TECR		0.74418235	
SLC22A17		0.744012	
ZFAND3		0.74351186	
LOC100686708		0.74340373	
PSENEN		0.74323344	
HMGCS1		0.7432191	
CAMKV		0.7431921	
LAMTOR4		0.74305016	
ATG9A		0.7427945	
LRRC27		0.74276346	
TPMT		0.74244857	
USF1		0.7422513	
POLRMT		0.74216986	
DPM1		0.741915	
LOC119873925		0.7418815	
GABRQ		0.7417903	
CTPS1		0.7417325	
LOC102157022		0.7414642	
SLC30A3		0.7413249	
LOC102151464		0.7412818	
ABCB6		0.74049515	
LOC100855753		0.74019545	
CORO2B		0.7400958	
HTR1E		0.73949885	
LOC100684085		0.739474	
HGH1		0.7394088	
NUBP2		0.7392925	
CCDC112		0.739268	
LOC100855540		0.73923516	
RNASEK		0.7391872	
KCNG3		0.7391568	
SIGLEC11		0.73900604	
ERP29		0.7389493	
NINJ1		0.73883784	
SLC30A8		0.73826796	
POLE4		0.737731	
NAA20		0.73687196	
FAIM2		0.7366917	
LOC480492		0.7365602	
EPHA4		0.73652875	
TRMU		0.73641735	
RCAN1		0.7362122	
CDK5R2		0.73558825	
VIPR2		0.73548234	
CNOT3		0.7353874	
PGAP6		0.7352617	
LOC102152299		0.7352363	
LOC609136		0.7349637	
FBXO22		0.73487324	
GSTK1		0.7347056	
LOC476816		0.7345942	
EFHC2		0.73404825	
HDAC2		0.7339073	
IZUMO4		0.73362535	
CALHM6		0.73351324	
WDR86		0.73323745	
MPG		0.7330325	
MYOCOS		0.73271304	
LOC486776		0.7326989	
PRR15		0.7326614	
LOC102151951		0.7324956	
LOC102156685		0.7322316	
LOC106559565		0.73208714	
LOC106559278		0.73187137	
MTCH2		0.7317839	
FLCN		0.73171884	
ERGIC1		0.7315495	
NDUFC2		0.7315386	
C15H16orf87		0.73147637	
TSPYL1		0.7313395	
CRYL1		0.7309211	
SLC25A33		0.7309066	
LOC480235		0.73077357	
SPTBN1		0.73041505	
MORN4		0.73039424	
TTC9B		0.7303501	
LOC100687503		0.7302331	
HNRNPLL		0.72999215	
WDR55		0.7296942	
GRTP1		0.72966456	
ATP13A1		0.7296563	
TRAPPC6B		0.72963446	
LOC111094018		0.7296207	
B4GALT3		0.7295617	
LOC111090026		0.7288983	
CASK		0.7283586	
CCDC107		0.7280923	
LOC119866390		0.7278513	
OSBPL3		0.72765297	
EFCAB1		0.72763973	
MRGPRF		0.7274102	
TCEAL4		0.72727776	
LOC111093330		0.7271066	
LOC106558045		0.72705656	
MARVELD3		0.726998	
LOC119866377		0.7268479	
MCF2L		0.72672457	
WASHC1		0.7264644	
AJAP1		0.72612387	
GDF10		0.7260191	
TUT1		0.725631	
LOC102155347		0.72555673	
FRZB		0.72547114	
SMIM4		0.72495764	
GLS		0.724948	
FAM20C		0.7248529	
LOC119872622		0.7243912	
PTGES3		0.7240642	
PCLAF		0.72401214	
KCNQ2		0.7238398	
LOC106557449		0.7237617	
LOC100684926		0.7236069	
CRTAC1		0.723598	
LOC100855837		0.72331643	
LOC102156100		0.72306734	
TKT		0.72267187	
LOC475367		0.7225065	
HECTD3		0.72234714	
ANTKMT		0.7221889	
REXO1		0.7221843	
LOC111093457		0.72215146	
PDLIM7		0.721799	
SNX2		0.72153354	
RSL1D1		0.7212461	
BTG1		0.7210641	
RITA1		0.72102517	
SPRY4		0.72088134	
CCDC65		0.7207873	
SMIM12		0.72073436	
PEX6		0.7206471	
RUVBL2		0.7203814	
LOC609748		0.72033274	
VPS18		0.72020984	
RGS14		0.72003895	
FH		0.7200383	
PHF5A		0.71998143	
RPL11		0.71986836	
MRPL43		0.7194334	
LOC102153978		0.71911293	
LOC111096053		0.7187634	
ADORA2A		0.71863866	
GTPBP6		0.71851104	
MARF1		0.71809953	
PKIB		0.7180249	
LRRC43		0.7178109	
ZSWIM1		0.7177058	
ORAI2		0.7174862	
OAF		0.71745133	
ENDOG		0.716951	
PWP1		0.71694654	
ARRDC1		0.7169261	
ERG28		0.71676874	
PLPP7		0.7166951	
NDUFB10		0.71650887	
DDN		0.7164901	
TUBA4A		0.7156373	
RRP7		0.7155993	
REXO5		0.7152902	
LOC100682812		0.7149586	
ACAT1		0.7149024	
ELOF1		0.71480393	
LOC119876821		0.71454	
HUNK		0.7140969	
KCNB2		0.7139139	
CD34		0.71371436	
MYO5C		0.7136221	
LOC106559375		0.7134008	
CTU2		0.7131028	
FSD1		0.7130484	
PYM1		0.7126912	
CD40		0.71211064	
ZNF804A		0.71198237	
SAMD1		0.71192074	
MEDAG		0.7115861	
LOC100684273		0.71127355	
SNX17		0.7112559	
FMNL1		0.71124405	
PFDN4		0.7105098	
RNF185		0.7103176	
SSTR1		0.7102427	
BORCS8		0.71016294	
LOC111094946		0.7098574	
TAF6L		0.7096387	
NCAPD2		0.7094834	
SRSF11		0.7092925	
RPS7		0.70912576	
ANP32E		0.7090094	
SYNPO2		0.7089422	
FBXL15		0.7088401	
FAM131B		0.7087607	
SEC13		0.7085064	
RHPN2		0.7079514	
NEIL2		0.70769423	
SUMO1		0.70765334	
LRRC17		0.7076483	
PARP2		0.70740134	
LPCAT1		0.7072449	
LOC119869359		0.70710206	
ENOSF1		0.70684147	
RIPPLY1		0.70658535	
TAPT1		0.70656633	
ATP5MK		0.7062002	
MRI1		0.7061764	
TTC34		0.7058439	
PUM3		0.70552826	
TUBA8		0.70534235	
POLG		0.7052806	
TEFM		0.7051884	
C9H17orf58		0.7047717	
LOC106559910		0.70468545	
GGT7		0.7045499	
LOC100855640		0.7045298	
SYVN1		0.7044582	
LOC100685845		0.70430183	
MCRIP1		0.70429814	
LOC119872345		0.7041073	
CRIPT		0.7040145	
LOC100684780		0.70396465	
CCN3		0.70394516	
IL18BP		0.7038343	
ELOC		0.7037287	
FAM3C		0.70367837	
COX8A		0.70367014	
TSC22D3		0.70332605	
LOC119876092		0.7031427	
LOC492077		0.70297307	
RAB1A		0.70291406	
DHRS11		0.70279	
CTSB		0.70277506	
COMP		0.7026749	
LOC119872696		0.7025086	
LOC102156008		0.7023291	
RAMP3		0.7021001	
RHBDL1		0.70190835	
LOC100686584		0.7018468	
SLC25A46		0.70179236	
PKIA		0.7016871	
CTNND2		0.7016857	
LOC102156307		0.70126164	
UQCRC2		0.70097667	
XPO6		0.7006419	
PIEZO2		0.7004665	
ADCK2		0.70043904	
LOC480914		0.70037144	
TTC23L		0.6999162	
SEPTIN11		0.6998234	
PGRMC1		0.6990405	
DLD		0.69871134	
LOC111092812		0.69823647	
RPLP1		0.6982029	
PORCN		0.697974	
TAX1BP3		0.6977824	
INO80B		0.69777036	
BRI3		0.69755393	
LOC100684394		0.69748944	
FBXL18		0.6974436	
LOC106557516		0.69732	
EFHD2		0.69706166	
S1PR3		0.69694716	
SCRT1		0.69688934	
OSER1		0.6966121	
LHFPL6		0.6965997	
LOC111095253		0.6964613	
OGFOD1		0.69638103	
SLITRK1		0.69603544	
LOC100682898		0.6958753	
LOC481024		0.6955405	
SMUG1		0.6954344	
TTC9		0.6949209	
RPS26		0.6943959	
LOC111094202		0.69404644	
NEUROD2		0.69389033	
SPATS2L		0.69387764	
TSPAN7		0.6934253	
MID1		0.69332045	
MRPS16		0.69310665	
ITGA11		0.69305104	
UFD1		0.6926403	
CKM		0.6926322	
GAMT		0.6919407	
ANKMY2		0.6917524	
SIGMAR1		0.6913584	
PSMD1		0.69133294	
FLYWCH1		0.6913089	
LOC610399		0.6911928	
MINDY4		0.6911323	
CCKBR		0.6911256	
GOLGA5		0.6910091	
USP21		0.690864	
ZNF574		0.6907719	
SEMA5B		0.6907012	
LOC100683037		0.69059926	
PKHD1L1		0.6905614	
STARD6		0.69034535	
FAM20B		0.6901551	
ALKBH6		0.69008505	
LOC100687875		0.6899263	
PTDSS2		0.68980634	
VPS25		0.6897597	
COX7B2		0.68967074	
PRADC1		0.6891283	
MBOAT7		0.6888794	
ZNHIT2		0.68849427	
SYNDIG1		0.6883373	
IZUMO1R		0.68827415	
VAPB		0.68815136	
LOC106558467		0.68764436	
LOC100683149		0.6872264	
TTLL3		0.68717647	
TBPL1		0.68703437	
ARMC9		0.68673366	
SHLD1		0.68669355	
C1QL3		0.68642396	
LOC102151133		0.68621004	
CXXC5		0.6861844	
LOC111090581		0.686179	
LOC119872889		0.68617284	
COMMD5		0.6861326	
VARS1		0.68601453	
GABARAP		0.6859577	
PIGT		0.6859023	
LOC100686424		0.68559605	
LOC100684930		0.6855584	
CBR3		0.6854402	
CUTA		0.6853868	
SQOR		0.6853036	
CBY1		0.6852524	
LOC106560036		0.6852098	
NKIRAS2		0.68494433	
CYBC1		0.6847772	
LOC119872641		0.68472546	
SRP19		0.6846305	
NOP58		0.68459886	
CDH11		0.6845393	
LOC119871247		0.6838195	
ARHGDIA		0.6837716	
LOC100684090		0.68369246	
RNF208		0.68350047	
ULK3		0.6833929	
LOC111090910		0.6830404	
LOC100685616		0.6829954	
NXF1		0.68255466	
SAP30BP		0.68225896	
LOC102156230		0.68207484	
RPS6		0.6819276	
LOC119864771		0.68185836	
LOC607776		0.68184334	
ZMYND10		0.6818264	
LOC106558187		0.6814742	
LOC488436		0.6813103	
COA5		0.6810432	
AHRR		0.68075025	
LOC100856299		0.68067896	
LOC111092481		0.68065536	
LOC102157017		0.68045026	
SMIM29		0.68045014	
LOC100687572		0.6801476	
NRARP		0.68008703	
RNASEH2C		0.6799367	
NECAB3		0.67991054	
LOC609053		0.6798517	
RPL36		0.67961544	
BRF1		0.679613	
BAX		0.6795325	
LOC474472		0.6795213	
PPA1		0.6793381	
RBX1		0.679216	
LOC102154829		0.67894655	
RARA		0.67879593	
LOC100685630		0.67855614	
MXD1		0.6783222	
APOBEC1		0.67831326	
GLT8D1		0.67815214	
CELSR2		0.67806435	
OSBPL10		0.678058	
TMEM202		0.67770624	
LOC100686340		0.6775935	
DGCR2		0.6768127	
FASTK		0.6767597	
GPR143		0.6765883	
ZNF311		0.67643553	
EIF2S1		0.6763108	
NPY2R		0.67625546	
LRRC75A		0.6758622	
RMND1		0.6757487	
MCM4		0.67539734	
FADS3		0.67524993	
ANKRD46		0.6751437	
IRAK1		0.6751311	
EIF1AD		0.6749338	
FFAR2		0.67485017	
LOC102157143		0.67470175	
DEXI		0.6744102	
SRPK2		0.67428356	
STX1B		0.67403674	
LOC100683473		0.6739228	
LOC106557785		0.673819	
MAGEL2		0.67378986	
CDK17		0.6737502	
LOC612669		0.6736264	
KCNV1		0.6736214	
PACRGL		0.6735465	
PRR20G		0.6735318	
FKBP11		0.6733018	
SHTN1		0.6731425	
LOC102153625		0.6729215	
CXXC1		0.6728128	
CCNE1		0.6725722	
ADA		0.67240965	
PPARG		0.6723748	
LOC119866566		0.6722259	
PAK1IP1		0.67156196	
RNF123		0.67146635	
HID1		0.67138064	
NPTX1		0.67113656	
CNDP2		0.67099327	
LOC102151309		0.6709028	
RSRC2		0.6706746	
ZBTB48		0.6704571	
GMDS		0.6701478	
LOC106559816		0.67004967	
CAPN10		0.67004746	
E2F4		0.67000765	
LOC100685544		0.6699094	
KRTCAP3		0.6697168	
LOC119865215		0.6692961	
EPHA7		0.6687202	
TIAM2		0.6686961	
LOC100855430		0.66865164	
GABRA1		0.66861314	
MIR8809		0.6683215	
NARS1		0.6680766	
THRA		0.66790813	
PAK5		0.66788125	
NUP85		0.66785246	
CMTR1		0.6675719	
SPTAN1		0.66707027	
PRNP		0.66699994	
RNF167		0.6667426	
STAU2		0.6665354	
BCR		0.6664439	
LOC106558453		0.66639477	
LOC100683120		0.6661947	
LOC100683228		0.6659349	
RHCG		0.66571426	
LOC119871822		0.665354	
DPAGT1		0.66528755	
ZDHHC1		0.6650935	
NFYA		0.664656	
RTN4IP1		0.66457385	
PDE6D		0.6645653	
NCBP1		0.66449016	
DLGAP1		0.66445947	
CAMK2G		0.66443044	
HDHD5		0.6644217	
LOC119871475		0.6643969	
RCE1		0.6642258	
PLA2G2C		0.66412634	
COX11		0.6639672	
LOC106560210		0.6636055	
TRPC4AP		0.6635567	
LOC102155013		0.6632226	
CES1		0.6628098	
KCTD3		0.6628018	
GCNA		0.6627515	
PPP1R35		0.66273147	
HSPA4L		0.66242206	
LOC100682988		0.66191906	
NCKIPSD		0.66191804	
NUDT15		0.6619019	
HMGCL		0.6617806	
LOC100683717		0.6617061	
THAP3		0.6614362	
C2CD4C		0.6611499	
RHOT2		0.66105825	
SLC2A4RG		0.660985	
LOC100686208		0.66037875	
C5H1orf174		0.66032034	
PIK3IP1		0.6599501	
SIPA1L1		0.6597812	
TTC39C		0.6596893	
ZCCHC18		0.65935713	
TTYH3		0.65928864	
LOC102153143		0.6591504	
CDK5RAP3		0.6591447	
TMEM256		0.6588758	
SREBF2		0.6588208	
PLK1		0.65867156	
LOC111097668		0.6585711	
NPRL3		0.6584496	
GLOD4		0.65843093	
ZNF821		0.6582096	
PHKB		0.6578354	
PI3		0.65782905	
INPP5A		0.6577144	
WFDC3		0.65770155	
LOC106558034		0.6574419	
LOC102151407		0.65713716	
DLL3		0.6571104	
NECTIN1		0.65687394	
PAIP2		0.65633756	
POMK		0.6562458	
DLGAP3		0.6561344	
ZXDC		0.6558161	
NCDN		0.6558152	
LOC100687421		0.6556677	
BRD2		0.655534	
SLC38A5		0.65520006	
MRPS33		0.65500104	
KCNN1		0.65454084	
LOC102153406		0.6544457	
NARS2		0.65441614	
ECI1		0.65439254	
HEXA		0.65433323	
FXR2		0.65415746	
MAPRE3		0.6541349	
TRAF2		0.65389884	
LOC102152377		0.6533715	
POLR3C		0.6531466	
TMEM214		0.6530157	
IL1RAPL2		0.65284514	
SPG7		0.65282786	
ABITRAM		0.65265596	
PCBP2		0.6526558	
KAT2A		0.6520615	
CCDC24		0.6519275	
MGAT1		0.6518021	
TMEM263		0.6516872	
C5H16orf70		0.65143144	
LOC102153107		0.65141743	
PDCL3		0.65137404	
VRK1		0.65123415	
ST6GALNAC4		0.6510422	
LOC474946		0.65099657	
MED16		0.65095454	
MARK4		0.6504096	
BAD		0.65003663	
ZNF668		0.6497632	
PMVK		0.6495569	
LOC100687398		0.6490919	
SRSF3		0.64884335	
TMEM9		0.64884233	
IKBKE		0.64787215	
PLPPR3		0.64784825	
CERK		0.64782435	
SEC11C		0.64767784	
NELL1		0.6476715	
MED15		0.64764	
LOC102155220		0.6475691	
PRDM8		0.64734894	
RPH3A		0.6468992	
MAFK		0.6467752	
LOC102154372		0.64639366	
PPP1R8		0.64628595	
SMARCA1		0.6461811	
LOC100686688		0.6460549	
CMAS		0.6458826	
FBLN2		0.64584994	
LOC611666		0.6453901	
SEC23A		0.64511067	
TMEM106C		0.6450149	
RAB29		0.6449216	
RRP12		0.6445983	
IPO13		0.6445587	
SPAG5		0.6445076	
GABRA2		0.6442475	
LOC119873599		0.6441467	
KIF26A		0.6441034	
LOC119864008		0.64386	
IFI6		0.6436763	
MGMT		0.6434461	
CAMK4		0.6433004	
FBXO33		0.6432761	
NMT1		0.6431356	
PDIA6		0.64303774	
ZNF768		0.64291143	
LOC607847		0.6427635	
SH3GL1		0.64241064	
CLU		0.6420713	
TMEM132B		0.64206874	
LOC100683392		0.642043	
LOC610677		0.64190036	
MAGI1		0.6417573	
FAM104A		0.6417496	
NOP10		0.6417227	
ANKZF1		0.6416935	
RHOD		0.6416881	
LOC119869817		0.64127606	
ZNF436		0.6411571	
UXS1		0.6410687	
NEU3		0.6409113	
TMEM132A		0.64082396	
NDUFV3		0.64082205	
LOC119864443		0.64073056	
LOC111090583		0.6404912	
LOC119871773		0.64031714	
SEZ6		0.64023954	
CDK18		0.6400224	
MRPS34		0.6397091	
GNL1		0.63965255	
RILPL2		0.6396224	
LOC102151812		0.6395533	
C18H11orf91		0.63950527	
CRYGS		0.63942367	
LOC119864564		0.63938683	
VHL		0.63937247	
EFCAB2		0.6391186	
MAGED2		0.6390801	
NDRG4		0.63889253	
LOC491854		0.6387203	
LOC111096925		0.6386721	
S100A1		0.6386489	
SYNGAP1		0.638115	
POMGNT1		0.6380978	
EMC7		0.6378581	
NOLC1		0.6375764	
TALDO1		0.63730806	
LOC100682743		0.6372026	
RHBDD2		0.6371934	
AGPAT5		0.63651973	
TTC9C		0.63639814	
DDA1		0.63636124	
NSUN5		0.63606226	
LOC111091577		0.63584125	
C32H4orf54		0.6357643	
TMEM79		0.6356549	
SEPHS2		0.6353454	
TTBK1		0.63513064	
NCF4		0.6351293	
ARGLU1		0.63456714	
CFAP100		0.6344032	
DGKD		0.634355	
PTPRK		0.6343236	
MPP3		0.63415444	
LOC100855558		0.63390756	
ADRA1D		0.63382035	
ACTA2		0.63373375	
LOC106558901		0.6336275	
JTB		0.63359165	
TRAPPC4		0.63326913	
LSM12		0.6331094	
EIF5		0.63310146	
FAM110B		0.6329722	
LRSAM1		0.63273877	
GPAA1		0.6326339	
VIT		0.63244474	
SFXN4		0.63221973	
PNMA8A		0.6317622	
WNT7B		0.63168144	
HRH3		0.6315508	
LOC111098870		0.6314581	
PFDN6		0.6314219	
PGM2L1		0.6313605	
LOC111096394		0.6313182	
CEBPZOS		0.63107675	
RAD9A		0.63086563	
NPY1R		0.6307178	
TAF15		0.63044184	
RELT		0.630304	
LOC106558478		0.63018936	
ZNF513		0.6300707	
AQP11		0.6300195	
DDX47		0.6298279	
CRYGA		0.6298018	
RAB39B		0.6294792	
LOC607201		0.6293804	
TGFBRAP1		0.6292363	
SIRT7		0.62906426	
AP4S1		0.6290158	
LOC119871636		0.62876135	
LOC119874198		0.6287021	
ZADH2		0.628501	
TMCO3		0.6280858	
LPCAT4		0.6280798	
ART3		0.62786293	
ZNF771		0.6276035	
WDR1		0.62721235	
COL5A2		0.6271986	
VEGFC		0.62680274	
LOC106557518		0.62664074	
PSPH		0.62660336	
TRIM62		0.6264217	
SF3A2		0.6263192	
LOC477539		0.62625605	
DNAJC6		0.6258554	
ARPP21		0.62548214	
YAF2		0.62545973	
COQ10B		0.62541157	
LOC106557598		0.6254008	
RGS19		0.625366	
LHX2		0.6253021	
SLC39A4		0.625226	
CHST1		0.62505835	
VPS11		0.62497276	
SERHL2		0.62475884	
TAOK3		0.6246125	
PLOD1		0.6240668	
LOC119870959		0.6239271	
PRKAR1A		0.62369156	
PTH2R		0.6235496	
BAHD1		0.6232781	
PAM		0.6228965	
rna-NC_002008.4:15392..15457		0.62284625	
LRRC20		0.6226312	
SLC35C1		0.6224683	
TSG101		0.62227637	
POLR2G		0.6222451	
NOP53		0.62212026	
ZNF394		0.62163603	
DYNC2I1		0.62163323	
C34H5orf49		0.62138784	
CENPP		0.62128997	
LOC100684460		0.6210124	
LOC102154136		0.62090504	
LOC100688504		0.62078726	
LOC119866125		0.6206941	
TRH		0.62042874	
ELAVL2		0.620296	
TMUB1		0.6201321	
LOC102152718		0.6199597	
AVPR1A		0.619845	
LOC102153086		0.61981857	
ZNHIT1		0.61970097	
ATAD2		0.61944157	
LOC100685344		0.61928	
ANGPTL5		0.6192066	
LOC100687380		0.6189631	
SNX24		0.6187305	
DPP10.1		0.6183523	
LOC102156370		0.6182147	
LOC111090678		0.6182018	
LOC102153185		0.6181469	
NRCAM		0.6181097	
MYL9		0.6180399	
ADARB1		0.61803854	
LOC106558781		0.6177517	
DIAPH1		0.6176382	
CENPB		0.61736226	
LOC102151321		0.61719245	
SOWAHD		0.61652875	
LOC111090894		0.61645937	
SQSTM1		0.61645377	
FOXRED1		0.6161512	
PDK2		0.61612475	
DESI1		0.616075	
HAUS8		0.6159258	
AKR1D1		0.61582166	
LYPD1		0.6157851	
PIP4K2C		0.615561	
SEMA7A		0.6154682	
KCNQ4		0.61519957	
SIDT1		0.6151985	
RBPMS		0.61513567	
SNX30		0.61483705	
MCTP2		0.6147283	
AKT1		0.6146391	
EIF1B		0.61443913	
HP1BP3		0.6143891	
CCDC184		0.61433524	
EMG1		0.61384755	
LMCD1		0.6138024	
MARK3		0.61370325	
CCDC9		0.61369836	
SEMA3A		0.6136874	
MCPH1		0.6136722	
IDH1		0.6136182	
OGFOD2		0.61349386	
FAM72A		0.6132456	
FBLL1		0.61294365	
LOC611430		0.61278427	
TDRD5		0.61259675	
UBQLN2		0.61236334	
TMEM121B		0.612329	
RNF7		0.61216825	
C13H8orf33		0.61203057	
LOC106559352		0.611975	
METAP1D		0.6117368	
ND1		0.6115038	
LOC119864752		0.6114964	
SULT2B1		0.6114255	
FST		0.6112869	
BNIP3L		0.61118805	
ZBTB11		0.61109716	
OSTF1		0.6107298	
IGHMBP2		0.61064243	
CAPN9		0.6100044	
LOC611221		0.6099818	
AKIP1		0.6095539	
RNF122		0.60953623	
FARSB		0.6094907	
TEAD4		0.60930395	
UTP25		0.60922974	
LOC111095875		0.6091792	
NAGK		0.60870445	
LOC100688809		0.6081631	
EIF4B		0.60815895	
CDH4		0.6081058	
IFRD2		0.6080504	
GPR108		0.6080398	
PDE6C		0.60782933	
TAFA5		0.60777545	
LOC100683330		0.60777426	
LOC119863941		0.6077083	
MAPK10		0.607492	
ACAD9		0.60744935	
STK40		0.60727006	
GRIN2C		0.6065875	
LOC102151182		0.60593	
SF3A1		0.60579354	
PDZRN3		0.60575056	
LOC102154142		0.6057178	
TOMM6		0.6052884	
TMEM50A		0.6052006	
LOC100688211		0.60496765	
PACS1		0.6049457	
LOC100688819		0.60482	
ARHGAP39		0.60479057	
PGS1		0.6047459	
APEX1		0.60455894	
CRCP		0.60454464	
MAT2B		0.6045304	
C9H17orf75		0.6041088	
MRPL54		0.6040562	
LOC111097011		0.60339034	
YWHAZ		0.6032782	
RGMB		0.6031744	
LOC102155615		0.6028242	
ZNF576		0.60276574	
SNX3		0.6027182	
C31H21orf58		0.60245144	
LOC106559926		0.60243624	
AURKB		0.6022826	
RPL10A		0.6021862	
CCDC191		0.6021	
TUSC3		0.60200906	
ADCK5		0.6019078	
LOC102152921		0.60108316	
EGLN1		0.6008945	
BLOC1S4		0.6008028	
TRIM47		0.60074073	
LOC119867030		0.60073847	
ZNF276		0.60070366	
NRGN		0.6003836	
ABCB4		0.6001076	
PAFAH1B3		0.6000841	
OGG1		0.5999981	
LOC111098179		0.59987926	
TSPAN17		0.5998483	
DHRS7		0.5997792	
SEMA4F		0.5996246	
CLIC3		0.59959185	
HSBP1L1		0.59946746	
SIRT2		0.5992364	
PRPS1		0.59916985	
HEMK1		0.59916806	
CIB1		0.5988357	
ODAD3		0.59877825	
CEACAM28		0.5984941	
LOC100683514		0.5984515	
MKKS		0.5984112	
LOC119869576		0.59786505	
CLPTM1		0.5977479	
BSN		0.5969956	
SYT16		0.59697396	
NDUFAF1		0.59687364	
ANKRD54		0.59687155	
DHX34		0.59651077	
LOC100684393		0.59624106	
MIR331		0.5957195	
NCR3LG1		0.595417	
ARSJ		0.5953854	
LOC102153411		0.5951092	
LOC100688891		0.59501886	
NDUFB6		0.5949243	
LOC119864958		0.5948706	
LOC483802		0.594812	
PDLIM1		0.5947037	
TFG		0.59453094	
LOC100685380		0.5944842	
STX6		0.59441775	
CHFR		0.59435755	
EEF1G		0.59435606	
PIGQ		0.5942601	
MED27		0.5941428	
AKT3		0.59379464	
ZNF696		0.59355646	
MMP24		0.5934704	
HAT1		0.5934083	
LOC477744		0.5928677	
DLX2		0.5923885	
DIRAS1		0.5923736	
MIR9-2		0.59235024	
KIAA1586		0.5923286	
B3GALT2		0.59204745	
KCNAB2		0.59190124	
LOC111093246		0.59187937	
SPON2		0.59164816	
H2AJ		0.591628	
CASTOR1		0.5911825	
THNSL2		0.5911516	
BABAM1		0.5909606	
LOC102154334		0.59089595	
VSTM2B		0.590842	
ZFR		0.5901804	
BICDL2		0.58987224	
IRAK2		0.5898065	
KCTD15		0.5893251	
ERFE		0.5892605	
SNW1		0.5891752	
CMBL		0.5889316	
LYSMD1		0.5887461	
BACE2		0.5883975	
ANAPC16		0.5882156	
GBF1		0.5877289	
ASB6		0.5877056	
LOC119867927		0.5876483	
SSR2		0.5876014	
SOGA3		0.5875424	
FAS		0.5873667	
CRLS1		0.5869066	
LOC485507		0.58662057	
ACAP3		0.5865107	
KCNK2		0.5858007	
REP15		0.5856908	
TMEM50B		0.5853967	
GUCY1A1		0.5853886	
C18H11orf86		0.58535576	
LOC102153496		0.5852652	
PSME2		0.58509165	
SART3		0.58501303	
BRMS1		0.58488685	
RBM5		0.58450866	
CCL25		0.5842088	
RIT2		0.5841635	
LOC119869993		0.5838997	
PRDM4		0.5836376	
AZIN2		0.58351964	
TMEM215		0.58349216	
LOC100685219		0.58333683	
NECTIN2		0.5833035	
GARS1		0.58311695	
PLEK2		0.58304703	
MAIP1		0.58256197	
WNT10A		0.5823244	
