Run	Assay Type	BioSample	Center Name	Consent	Experiment	Instrument	LibraryLayout	LibrarySelection	LibrarySource	Organism	Platform	ReleaseDate	Sample Name	SRA Study	Bytes	DATASTORE filetype	DATASTORE provider	DATASTORE region	AvgSpotLen	Bases	create_date	version	BioProject	sub_species		tissue	Library Name	source_name	BREED	sex	age	GEO_Accession (exp)	treatment	BioSampleModel	cell_type	collection_date	geo_loc_name_country	geo_loc_name_country_continent	geo_loc_name	cell_line	dev_stage	disease	sample_type	Sample_name	strain	isolate	AssemblyName	ENA-FIRST-PUBLIC (run)	ENA-LAST-UPDATE (run)	common_name	diagnosis	INSDC_center_name	INSDC_status	Submitter_Id	Cultivar	ecotype	INSDC_last_update	BIOMATERIAL_PROVIDER	external_id	genotype	tumor_grade	INSDC_first_public	date_of_surgery	ER_Allred_score	ER_status	lymphatic_vessel_invasion	Neuter_status	Scientific_Name	disease_state	ena_first_public	ena_last_update	Sample_id	dog_id	replicate	HER2_Score(Hercep_test_Score)	survival_status(until_2018-08-01)	ENA_first_public	isolation_source	Broker_name	phenotype	health_state	time	individual	Specimen_voucher	developmental_stage	INSDC_center_alias	tumor_location	tumor_type	geographic_location_(country_and/or_sea)	organism_part	ena_last_update	histopathological_classification	patient_id	store_cond	date_of_death	disease_stage	intentional_duplicate (run)	description	death_date	dethist	goldschmidt	histology	library_prep	patient_number	repselect	rin	sequencing_run	simhist	tumor_diameter	cell_line_short_name	Survival	collected_by	tumor	birth_date	Group	prep_type	library_prep_batch	organism_common_name	infection	tissue_type	genotype/variation	id	In-house_label (run)	library_name	birth_location	gender	developmental_age	Pedigree	sex_chromosomes	estimated_age	estimated_breed	Institution	Biological_Replicate	date_of_diagnosis	sampling_site	treatment_regime	storage_conditions	cell_passage	stimulus	Experimental_Factor:_phenotype (exp)	Alternate_Taxon_ID	location_of_metastasis	breeding_method	tissue_preservation	date_of_PD	immunophenotype	nature
SRR22459153	RNA-Seq	SAMN31934643	ABBVIE	public	SRX18425960	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Canis lupus familiaris	ILLUMINA	2022-12-12T00:00:00Z	GSM6766458	SRP410543	1038566246	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	150	2531156943	2022-11-30T02:22:00Z	1	PRJNA906635	familiaris		Caudate Nucleus	GSM6766458	Caudate Nucleus	Beagle	female			untreated																																																																																																																		
SRR22459154	RNA-Seq	SAMN31934643	ABBVIE	public	SRX18425960	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Canis lupus familiaris	ILLUMINA	2022-12-12T00:00:00Z	GSM6766458	SRP410543	1054869788	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	150	2561438318	2022-11-30T02:26:00Z	1	PRJNA906635	familiaris		Caudate Nucleus	GSM6766458	Caudate Nucleus	Beagle	female			untreated																																																																																																																		
SRR22459356	RNA-Seq	SAMN31934641	ABBVIE	public	SRX18426138	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Canis lupus familiaris	ILLUMINA	2022-12-12T00:00:00Z	GSM6766460	SRP410543	527373683	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	150	1281483997	2022-11-30T02:22:00Z	1	PRJNA906635	familiaris		Caudate Nucleus	GSM6766460	Caudate Nucleus	Beagle	female			untreated																																																																																																																		
SRR22459357	RNA-Seq	SAMN31934641	ABBVIE	public	SRX18426138	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Canis lupus familiaris	ILLUMINA	2022-12-12T00:00:00Z	GSM6766460	SRP410543	534344548	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	150	1293679951	2022-11-30T02:22:00Z	1	PRJNA906635	familiaris		Caudate Nucleus	GSM6766460	Caudate Nucleus	Beagle	female			untreated																																																																																																																		
SRR22459358	RNA-Seq	SAMN31934641	ABBVIE	public	SRX18426138	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Canis lupus familiaris	ILLUMINA	2022-12-12T00:00:00Z	GSM6766460	SRP410543	534836586	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	150	1298021725	2022-11-30T02:22:00Z	1	PRJNA906635	familiaris		Caudate Nucleus	GSM6766460	Caudate Nucleus	Beagle	female			untreated																																																																																																																		
SRR22459362	RNA-Seq	SAMN31934642	ABBVIE	public	SRX18425961	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Canis lupus familiaris	ILLUMINA	2022-12-12T00:00:00Z	GSM6766459	SRP410543	967198903	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	150	2336234994	2022-11-30T02:26:00Z	1	PRJNA906635	familiaris		Caudate Nucleus	GSM6766459	Caudate Nucleus	Beagle	female			untreated																																																																																																																		
SRR22459363	RNA-Seq	SAMN31934642	ABBVIE	public	SRX18425961	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Canis lupus familiaris	ILLUMINA	2022-12-12T00:00:00Z	GSM6766459	SRP410543	966200679	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	150	2339158855	2022-11-30T02:29:00Z	1	PRJNA906635	familiaris		Caudate Nucleus	GSM6766459	Caudate Nucleus	Beagle	female			untreated																																																																																																																		
SRR22459495	RNA-Seq	SAMN31934786	ABBVIE	public	SRX18426103	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Canis lupus familiaris	ILLUMINA	2022-12-12T00:00:00Z	GSM6766300	SRP410543	1122956765	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	150	2596706609	2022-11-30T02:30:00Z	1	PRJNA906635	familiaris		Caudate Nucleus	GSM6766300	Caudate Nucleus	Beagle	male			untreated																																																																																																																		
SRR22459496	RNA-Seq	SAMN31934786	ABBVIE	public	SRX18426103	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Canis lupus familiaris	ILLUMINA	2022-12-12T00:00:00Z	GSM6766300	SRP410543	1110675953	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	150	2582481299	2022-11-30T02:31:00Z	1	PRJNA906635	familiaris		Caudate Nucleus	GSM6766300	Caudate Nucleus	Beagle	male			untreated																																																																																																																		
SRR22459499	RNA-Seq	SAMN31934787	ABBVIE	public	SRX18426102	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Canis lupus familiaris	ILLUMINA	2022-12-12T00:00:00Z	GSM6766299	SRP410543	885829601	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	150	2027703929	2022-11-30T02:27:00Z	1	PRJNA906635	familiaris		Caudate Nucleus	GSM6766299	Caudate Nucleus	Beagle	male			untreated																																																																																																																		
SRR22459500	RNA-Seq	SAMN31934787	ABBVIE	public	SRX18426102	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Canis lupus familiaris	ILLUMINA	2022-12-12T00:00:00Z	GSM6766299	SRP410543	878048878	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	150	2021111616	2022-11-30T02:26:00Z	1	PRJNA906635	familiaris		Caudate Nucleus	GSM6766299	Caudate Nucleus	Beagle	male			untreated																																																																																																																		
SRR22459504	RNA-Seq	SAMN31934788	ABBVIE	public	SRX18426101	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Canis lupus familiaris	ILLUMINA	2022-12-12T00:00:00Z	GSM6766298	SRP410543	1326627901	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	150	3090468434	2022-11-30T02:29:00Z	1	PRJNA906635	familiaris		Caudate Nucleus	GSM6766298	Caudate Nucleus	Beagle	male			untreated																																																																																																																		
SRR22459506	RNA-Seq	SAMN31934788	ABBVIE	public	SRX18426101	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Canis lupus familiaris	ILLUMINA	2022-12-12T00:00:00Z	GSM6766298	SRP410543	1333215023	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	150	3103591991	2022-11-30T02:29:00Z	1	PRJNA906635	familiaris		Caudate Nucleus	GSM6766298	Caudate Nucleus	Beagle	male			untreated																																																																																																																		
SRR22459148	RNA-Seq	SAMN31934642	ABBVIE	public	SRX18425961	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Canis lupus familiaris	ILLUMINA	2022-12-12T00:00:00Z	GSM6766459	SRP410543	962537013	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	150	2327763343	2022-11-30T02:24:00Z	1	PRJNA906635	familiaris		Caudate Nucleus	GSM6766459	Caudate Nucleus	Beagle	female			untreated																																																																																																																		
SRR22459152	RNA-Seq	SAMN31934643	ABBVIE	public	SRX18425960	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Canis lupus familiaris	ILLUMINA	2022-12-12T00:00:00Z	GSM6766458	SRP410543	1049336088	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	150	2551129242	2022-11-30T02:22:00Z	1	PRJNA906635	familiaris		Caudate Nucleus	GSM6766458	Caudate Nucleus	Beagle	female			untreated																																																																																																																		
SRR22459502	RNA-Seq	SAMN31934787	ABBVIE	public	SRX18426102	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Canis lupus familiaris	ILLUMINA	2022-12-12T00:00:00Z	GSM6766299	SRP410543	881502504	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	150	2027524926	2022-11-30T02:27:00Z	1	PRJNA906635	familiaris		Caudate Nucleus	GSM6766299	Caudate Nucleus	Beagle	male			untreated																																																																																																																		
SRR22459503	RNA-Seq	SAMN31934788	ABBVIE	public	SRX18426101	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Canis lupus familiaris	ILLUMINA	2022-12-12T00:00:00Z	GSM6766298	SRP410543	1338993464	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	150	3102069320	2022-11-30T02:36:00Z	1	PRJNA906635	familiaris		Caudate Nucleus	GSM6766298	Caudate Nucleus	Beagle	male			untreated																																																																																																																		
SRR22459155	RNA-Seq	SAMN31934643	ABBVIE	public	SRX18425960	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Canis lupus familiaris	ILLUMINA	2022-12-12T00:00:00Z	GSM6766458	SRP410543	1053600924	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	150	2564364219	2022-11-30T02:25:00Z	1	PRJNA906635	familiaris		Caudate Nucleus	GSM6766458	Caudate Nucleus	Beagle	female			untreated																																																																																																																		
SRR22459355	RNA-Seq	SAMN31934641	ABBVIE	public	SRX18426138	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Canis lupus familiaris	ILLUMINA	2022-12-12T00:00:00Z	GSM6766460	SRP410543	532063981	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	150	1289562374	2022-11-30T02:23:00Z	1	PRJNA906635	familiaris		Caudate Nucleus	GSM6766460	Caudate Nucleus	Beagle	female			untreated																																																																																																																		
SRR22459497	RNA-Seq	SAMN31934786	ABBVIE	public	SRX18426103	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Canis lupus familiaris	ILLUMINA	2022-12-12T00:00:00Z	GSM6766300	SRP410543	1135458043	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	150	2627760079	2022-11-30T02:24:00Z	1	PRJNA906635	familiaris		Caudate Nucleus	GSM6766300	Caudate Nucleus	Beagle	male			untreated																																																																																																																		
SRR22459498	RNA-Seq	SAMN31934786	ABBVIE	public	SRX18426103	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Canis lupus familiaris	ILLUMINA	2022-12-12T00:00:00Z	GSM6766300	SRP410543	1116073804	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	150	2592792012	2022-11-30T02:32:00Z	1	PRJNA906635	familiaris		Caudate Nucleus	GSM6766300	Caudate Nucleus	Beagle	male			untreated																																																																																																																		
SRR22459501	RNA-Seq	SAMN31934787	ABBVIE	public	SRX18426102	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Canis lupus familiaris	ILLUMINA	2022-12-12T00:00:00Z	GSM6766299	SRP410543	896933571	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	150	2053125166	2022-11-30T02:24:00Z	1	PRJNA906635	familiaris		Caudate Nucleus	GSM6766299	Caudate Nucleus	Beagle	male			untreated																																																																																																																		
SRR22459505	RNA-Seq	SAMN31934788	ABBVIE	public	SRX18426101	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Canis lupus familiaris	ILLUMINA	2022-12-12T00:00:00Z	GSM6766298	SRP410543	1357155318	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	150	3145820616	2022-11-30T02:29:00Z	1	PRJNA906635	familiaris		Caudate Nucleus	GSM6766298	Caudate Nucleus	Beagle	male			untreated																																																																																																																		
SRR22459317	RNA-Seq	SAMN31934784	ABBVIE	public	SRX18426148	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Canis lupus familiaris	ILLUMINA	2022-12-12T00:00:00Z	GSM6766302	SRP410543	946648842	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	150	2356605040	2022-11-30T02:26:00Z	1	PRJNA906635	familiaris		Cerebellum	GSM6766302	Cerebellum	Beagle	male			untreated																																																																																																																		
SRR22459318	RNA-Seq	SAMN31934784	ABBVIE	public	SRX18426148	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Canis lupus familiaris	ILLUMINA	2022-12-12T00:00:00Z	GSM6766302	SRP410543	928314997	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	150	2323340120	2022-11-30T02:26:00Z	1	PRJNA906635	familiaris		Cerebellum	GSM6766302	Cerebellum	Beagle	male			untreated																																																																																																																		
SRR22459343	RNA-Seq	SAMN31934638	ABBVIE	public	SRX18426141	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Canis lupus familiaris	ILLUMINA	2022-12-12T00:00:00Z	GSM6766463	SRP410543	753940842	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	150	1889363369	2022-11-30T02:26:00Z	1	PRJNA906635	familiaris		Cerebellum	GSM6766463	Cerebellum	Beagle	female			untreated																																																																																																																		
SRR22459346	RNA-Seq	SAMN31934638	ABBVIE	public	SRX18426141	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Canis lupus familiaris	ILLUMINA	2022-12-12T00:00:00Z	GSM6766463	SRP410543	737177090	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	150	1867204041	2022-11-30T02:24:00Z	1	PRJNA906635	familiaris		Cerebellum	GSM6766463	Cerebellum	Beagle	female			untreated																																																																																																																		
SRR22459347	RNA-Seq	SAMN31934639	ABBVIE	public	SRX18426140	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Canis lupus familiaris	ILLUMINA	2022-12-12T00:00:00Z	GSM6766462	SRP410543	704525092	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	149	1763172105	2022-11-30T02:23:00Z	1	PRJNA906635	familiaris		Cerebellum	GSM6766462	Cerebellum	Beagle	female			untreated																																																																																																																		
SRR22459351	RNA-Seq	SAMN31934640	ABBVIE	public	SRX18426139	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Canis lupus familiaris	ILLUMINA	2022-12-12T00:00:00Z	GSM6766461	SRP410543	819016488	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	148	2042672232	2022-11-30T02:24:00Z	1	PRJNA906635	familiaris		Cerebellum	GSM6766461	Cerebellum	Beagle	female			untreated																																																																																																																		
SRR22459353	RNA-Seq	SAMN31934640	ABBVIE	public	SRX18426139	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Canis lupus familiaris	ILLUMINA	2022-12-12T00:00:00Z	GSM6766461	SRP410543	824696423	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	149	2056919499	2022-11-30T02:24:00Z	1	PRJNA906635	familiaris		Cerebellum	GSM6766461	Cerebellum	Beagle	female			untreated																																																																																																																		
SRR22459354	RNA-Seq	SAMN31934640	ABBVIE	public	SRX18426139	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Canis lupus familiaris	ILLUMINA	2022-12-12T00:00:00Z	GSM6766461	SRP410543	799774724	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	148	2016868908	2022-11-30T02:26:00Z	1	PRJNA906635	familiaris		Cerebellum	GSM6766461	Cerebellum	Beagle	female			untreated																																																																																																																		
SRR22459491	RNA-Seq	SAMN31934785	ABBVIE	public	SRX18426104	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Canis lupus familiaris	ILLUMINA	2022-12-12T00:00:00Z	GSM6766301	SRP410543	958047670	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	150	2388585922	2022-11-30T02:29:00Z	1	PRJNA906635	familiaris		Cerebellum	GSM6766301	Cerebellum	Beagle	male			untreated																																																																																																																		
SRR22458010	RNA-Seq	SAMN31934783	ABBVIE	public	SRX18425875	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Canis lupus familiaris	ILLUMINA	2022-12-12T00:00:00Z	GSM6766303	SRP410543	946402701	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	150	2387747437	2022-11-30T02:09:00Z	1	PRJNA906635	familiaris		Cerebellum	GSM6766303	Cerebellum	Beagle	male			untreated																																																																																																																		
SRR22458011	RNA-Seq	SAMN31934783	ABBVIE	public	SRX18425875	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Canis lupus familiaris	ILLUMINA	2022-12-12T00:00:00Z	GSM6766303	SRP410543	932476272	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	150	2365402707	2022-11-30T02:08:00Z	1	PRJNA906635	familiaris		Cerebellum	GSM6766303	Cerebellum	Beagle	male			untreated																																																																																																																		
SRR22458012	RNA-Seq	SAMN31934783	ABBVIE	public	SRX18425875	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Canis lupus familiaris	ILLUMINA	2022-12-12T00:00:00Z	GSM6766303	SRP410543	968819027	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	150	2440157912	2022-11-30T02:09:00Z	1	PRJNA906635	familiaris		Cerebellum	GSM6766303	Cerebellum	Beagle	male			untreated																																																																																																																		
SRR22458013	RNA-Seq	SAMN31934783	ABBVIE	public	SRX18425875	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Canis lupus familiaris	ILLUMINA	2022-12-12T00:00:00Z	GSM6766303	SRP410543	945172738	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	150	2392552547	2022-11-30T02:09:00Z	1	PRJNA906635	familiaris		Cerebellum	GSM6766303	Cerebellum	Beagle	male			untreated																																																																																																																		
SRR22458018	RNA-Seq	SAMN31934784	ABBVIE	public	SRX18426148	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Canis lupus familiaris	ILLUMINA	2022-12-12T00:00:00Z	GSM6766302	SRP410543	965319977	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	150	2396307321	2022-11-30T02:12:00Z	1	PRJNA906635	familiaris		Cerebellum	GSM6766302	Cerebellum	Beagle	male			untreated																																																																																																																		
SRR22459345	RNA-Seq	SAMN31934638	ABBVIE	public	SRX18426141	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Canis lupus familiaris	ILLUMINA	2022-12-12T00:00:00Z	GSM6766463	SRP410543	760219165	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	150	1905152953	2022-11-30T02:24:00Z	1	PRJNA906635	familiaris		Cerebellum	GSM6766463	Cerebellum	Beagle	female			untreated																																																																																																																		
SRR22459348	RNA-Seq	SAMN31934639	ABBVIE	public	SRX18426140	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Canis lupus familiaris	ILLUMINA	2022-12-12T00:00:00Z	GSM6766462	SRP410543	680601378	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	149	1720001336	2022-11-30T02:25:00Z	1	PRJNA906635	familiaris		Cerebellum	GSM6766462	Cerebellum	Beagle	female			untreated																																																																																																																		
SRR22459349	RNA-Seq	SAMN31934639	ABBVIE	public	SRX18426140	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Canis lupus familiaris	ILLUMINA	2022-12-12T00:00:00Z	GSM6766462	SRP410543	709912810	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	149	1775994372	2022-11-30T02:25:00Z	1	PRJNA906635	familiaris		Cerebellum	GSM6766462	Cerebellum	Beagle	female			untreated																																																																																																																		
SRR22459350	RNA-Seq	SAMN31934639	ABBVIE	public	SRX18426140	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Canis lupus familiaris	ILLUMINA	2022-12-12T00:00:00Z	GSM6766462	SRP410543	688414988	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	149	1740314487	2022-11-30T02:25:00Z	1	PRJNA906635	familiaris		Cerebellum	GSM6766462	Cerebellum	Beagle	female			untreated																																																																																																																		
SRR22458019	RNA-Seq	SAMN31934784	ABBVIE	public	SRX18426148	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Canis lupus familiaris	ILLUMINA	2022-12-12T00:00:00Z	GSM6766302	SRP410543	938088950	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	150	2340882807	2022-11-30T02:09:00Z	1	PRJNA906635	familiaris		Cerebellum	GSM6766302	Cerebellum	Beagle	male			untreated																																																																																																																		
SRR22459344	RNA-Seq	SAMN31934638	ABBVIE	public	SRX18426141	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Canis lupus familiaris	ILLUMINA	2022-12-12T00:00:00Z	GSM6766463	SRP410543	729792797	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	150	1847617972	2022-11-30T02:23:00Z	1	PRJNA906635	familiaris		Cerebellum	GSM6766463	Cerebellum	Beagle	female			untreated																																																																																																																		
SRR22459352	RNA-Seq	SAMN31934640	ABBVIE	public	SRX18426139	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Canis lupus familiaris	ILLUMINA	2022-12-12T00:00:00Z	GSM6766461	SRP410543	791984235	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	148	1995923120	2022-11-30T02:26:00Z	1	PRJNA906635	familiaris		Cerebellum	GSM6766461	Cerebellum	Beagle	female			untreated																																																																																																																		
SRR22459492	RNA-Seq	SAMN31934785	ABBVIE	public	SRX18426104	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Canis lupus familiaris	ILLUMINA	2022-12-12T00:00:00Z	GSM6766301	SRP410543	937999081	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	150	2352277286	2022-11-30T02:29:00Z	1	PRJNA906635	familiaris		Cerebellum	GSM6766301	Cerebellum	Beagle	male			untreated																																																																																																																		
SRR22459493	RNA-Seq	SAMN31934785	ABBVIE	public	SRX18426104	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Canis lupus familiaris	ILLUMINA	2022-12-12T00:00:00Z	GSM6766301	SRP410543	977215803	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	150	2427385049	2022-11-30T02:27:00Z	1	PRJNA906635	familiaris		Cerebellum	GSM6766301	Cerebellum	Beagle	male			untreated																																																																																																																		
SRR22459494	RNA-Seq	SAMN31934785	ABBVIE	public	SRX18426104	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Canis lupus familiaris	ILLUMINA	2022-12-12T00:00:00Z	GSM6766301	SRP410543	947326422	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	150	2366073759	2022-11-30T02:28:00Z	1	PRJNA906635	familiaris		Cerebellum	GSM6766301	Cerebellum	Beagle	male			untreated																																																																																																																		
SRR19225588	RNA-Seq	SAMN28450506	"BIOCHEMISTRY, SEOUL NATIONAL UNIVERSITY"	public	SRX15289459	Illumina HiSeq 2500	PAIRED	cDNA	TRANSCRIPTOMIC	Canis lupus familiaris	ILLUMINA	2023-01-30T00:00:00Z	GSM6156897	SRP375422	3519040636	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	202	7149298736	2022-05-16T14:47:00Z	1	PRJNA838583	familiaris		Cerebellum	GSM6156897	Cerebellum	Beagle	male																																																																																																																					
SRR19225589	RNA-Seq	SAMN28450507	"BIOCHEMISTRY, SEOUL NATIONAL UNIVERSITY"	public	SRX15289458	Illumina NovaSeq 6000	PAIRED	cDNA	TRANSCRIPTOMIC	Canis lupus familiaris	ILLUMINA	2023-01-30T00:00:00Z	GSM6156896	SRP375422	3535915509	"fastq,run.zq,sra"	"gs,ncbi,s3"	"gs.us-east1,ncbi.public,s3.us-east-1"	302	10823345082	2022-05-16T15:12:00Z	1	PRJNA838583	familiaris		Cerebellum	GSM6156896	Cerebellum	Beagle	female																																																																																																																					
